OTU.ID	Gil34	Gil30	Gil31	Gil32	Gil33	IBD	Gil18	Gil19	Gil16	Gil17	Gil14	Gil15	Gil12	Gil13	Gil10	Gil11	American	Gil21	Gil20	Gil26	Gil25	Gil24	Gil8	Gil9	Gil4	Gil5	Gil6	Gil7	Gil1	Gil2	Gil3
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Elev-16S-1332;Ambiguous_taxa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.48280766969e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__p35j06ok;g__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05065192952e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;Ambiguous_taxa;Ambiguous_taxa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59342825281e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02566206486e-05	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidetes vadinHA17;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.56141776703e-06	0.0	0.0	0.0	0.0	0.0	9.0949604824e-06	0.0	0.0	0.0	1.11289173789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.230798788829	0.166899549759	0.663922598349	0.404046804376	0.381838605445	0.409318173902	0.0320810525048	0.343469966616	0.22318006547	0.393125759292	0.101276631193	0.208683186566	0.13847801352	0.138233886952	0.0894343732981	0.432178319008	0.254188953502	0.0136173118137	0.210257296432	0.163266531382	0.174835524978	0.0500374040733	0.0753093839031	0.14906597199	0.476901012218	0.274241473428	0.61702686517	0.0239492092145	0.166033025024	0.353793939394	0.386630518733
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales S24-7 group;Ambiguous_taxa	0.0	0.0	0.0	0.0	0.0	3.11936726754e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21454146202e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21212121212e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales S24-7 group;g__uncultured Bacteroidales bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.64362438605e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales S24-7 group;g__uncultured bacterium	0.0766204023916	7.76276975625e-05	0.00231826461335	0.00126726650615	0.00146999681038	0.00765232780183	0.00614318026687	0.00548457541605	1.1649444904e-05	0.00348080099373	0.0305412666347	0.0394783385773	0.00061193073709	0.118173740688	0.0572110272569	0.000462579472229	0.000506463789661	0.0170121569594	3.63798419296e-05	2.40150814712e-05	0.000951474785918	0.0541980818855	0.0549545940171	0.0886269008973	0.0075295804948	0.00294110975859	0.000514819445466	0.0769143982441	0.00249673721841	0.0162303030303	0.00140283404
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales S24-7 group;g__uncultured rumen bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2967141264e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella	0.012834109528	0.00902033845676	0.0	0.0	0.0	0.00214976394188	2.67676700082e-05	0.0	0.000966903927028	0.000423156199238	0.00012495574484	0.00014893973526	0.017975465402	0.00302440024605	0.000920667029747	0.0	0.00239386122163	0.0	0.00041836818219	0.0127880308834	0.0006505810502	0.00079010851384	0.00116853632479	0.00575557188342	0.0	0.0	0.00244801899579	0.0	0.0042983600976	0.0297575757576	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Butyricimonas	0.00511827362014	0.0	0.0	0.00240780636168	0.00452093358665	0.000373804177561	0.0	0.00168176912071	0.0	0.000996464598206	0.000301976383364	0.00247612309869	0.0043791293373	0.000751828309753	0.00229518400373	0.0	0.000511321955509	9.48280766969e-06	9.0949604824e-06	0.00356623959847	0.00503387087593	0.0	0.0016359508547	0.003985483045	0.00303389690267	0.0	0.00261612330451	0.000564114135675	0.000936276456903	0.0	0.0187412322872
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Coprobacter	0.00954488864297	0.0	0.00412793035744	0.000422422168715	0.0	0.000445549624714	0.0	0.0	3.49483347119e-05	0.0	0.0	0.0	7.64913421362e-05	0.0	0.000946601312275	0.0	0.000116595980354	0.0	0.0	0.0	0.0	0.00199208210404	0.000144675925926	0.0	0.0	0.0	0.0	0.0	0.000283720138455	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas	0.0	0.0	0.0	0.0	0.0	0.000939449442075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	0.00511827362014	0.00650520105574	0.0	0.0	0.0	0.00063531113349	0.0	0.0029242701875	0.000128143893943	0.00709810398722	0.000229085532207	0.00395621171783	0.00244772294836	0.00556182079147	0.00285277107809	0.0	0.000705648589432	0.0	1.81899209648e-05	0.0164743458892	0.00357006351298	0.00423632649974	0.00109063390313	0.00347338187162	0.000206856607	9.82890150685e-05	0.000399247733218	0.0018359350961	0.00130511263689	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	0.015815926592	0.0827977022202	0.000189246090885	0.0355397851279	0.101998363588	0.0109344220618	0.0045906554064	0.016102311805	0.000605771135005	0.093353717632	0.00339463106816	0.0303930147264	0.0292292541138	0.015643154945	0.0133431883607	4.30306485795e-05	0.0120409640544	9.48280766969e-06	0.029713235896	0.0122476915503	0.0159880293087	0.00409343453447	0.016270477208	0.012668937724	0.0061229555672	0.169117591465	0.00295233192196	0.0227902110813	0.0371389661238	0.031903030303	0.017180776445
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	0.000122961528412	0.0	0.0	0.0	5.54715777504e-05	4.15915635672e-06	0.0	0.000389065990612	0.0	0.00371285439332	0.0	0.0	0.0	0.0	0.0	0.0	0.000389867809307	0.0	0.00045474802412	0.0	4.06613156375e-05	0.0	0.000467414529915	0.0	0.0	8.31676281349e-05	0.0	0.0	0.0	0.000642424242424	1.57621802248e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__uncultured	0.000322774012081	0.00043471510635	0.00068601707946	0.000267534040186	0.000110943155501	0.0123594530086	4.01515050122e-05	0.021448831547	3.49483347119e-05	2.73003999509e-05	0.000957994043776	0.0	0.00167324810923	0.000264848609118	0.00427915661713	0.00275396150908	0.00134328285699	9.48280766969e-06	0.00163709288683	0.00276173436918	0.010905364854	8.4054097217e-06	0.00223691239316	4.45305368156e-05	0.0035993049618	0.000264624271338	5.25325964761e-05	0.0	0.0102564830052	0.000121212121212	0.00286871680091
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	0.0	0.0	0.0	0.0	0.0	3.11936726754e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00301585674253	0.0423247490858	0.0	0.000194326633923	0.104026400137	0.0	0.0	0.0	0.0152306024157	1.11289173789e-05	0.0	0.0195134732603	0.0	0.0	0.00861556134485	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella	0.00106054318255	0.00343114423226	0.0	0.0	0.0	0.0119586143147	0.0	0.00921207861643	0.0	0.00780791438595	0.00270737447154	0.0295924636494	0.00242860011282	0.00206752785182	0.0042532223346	0.0201813741838	0.00359261364464	0.00129914465075	0.000127329446754	0.000504316710894	0.0	0.00105908162493	8.90313390313e-05	0.00301694386926	0.002895992498	0.0	0.0	0.0	0.0	0.0	0.00137130967955
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.000368884585235	1.55255395125e-05	0.000106450926123	0.000309776257058	5.54715777504e-05	2.75544108633e-05	0.0	0.0015311629308	9.31955592316e-05	0.00731650718683	0.0	0.0	0.000200789773108	3.41740140797e-05	0.0	0.0	0.000737226667444	2.84484230091e-05	0.000154614328201	0.0	4.8793578765e-05	0.0	1.11289173789e-05	0.000111326342039	0.000110323523733	0.000136092482402	0.0	0.0	0.0	0.000509090909091	1.57621802248e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4054097217e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella 2	0.0	0.0419655333023	0.0	0.0	0.0	0.0	0.000695959420212	2.51010316524e-05	0.0	0.0	0.024678759606	0.00882467931413	0.0	0.0	0.0961772867554	0.138246716224	0.000333998902055	0.0127354107004	0.00731234822785	0.0292743843133	0.000626184260818	0.00540467845105	0.000701121794872	0.0	0.0	0.0	0.0	0.0149644095263	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella 6	0.0	0.0	0.0	0.0	0.0	3.171356722e-05	0.0	0.0	0.0	2.73003999509e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000134814102284	9.48280766969e-06	2.72848814472e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.5606934668e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella 7	0.0	0.0	0.0	0.0	0.0	0.000851587264039	0.0	0.0	0.0	0.000532357799042	0.0	0.0	0.0	1.70870070398e-05	0.0	0.0	2.18617463163e-05	0.0	0.000145519367718	2.40150814712e-05	0.0	0.00583335434686	0.0	8.90610736312e-05	0.0307113109193	0.0	0.0	5.12831032431e-05	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella 9	0.0	0.0324794286601	0.0	0.0	0.0	4.15915635672e-05	0.0940749762437	3.76515474786e-05	0.0	1.36501999754e-05	0.294708124206	0.166039878614	0.00277281115244	0.0268693185702	0.218353691745	1.07576621449e-05	0.0359467836513	0.561012384547	0.435493992779	0.0598215679447	0.00259419193767	0.558379773222	0.00757879273504	0.301427203705	0.0150315801087	0.0	2.10130385904e-05	0.396756856551	1.41860069228e-05	0.0	0.0697949340353
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae Ga6A1 group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0313847179124	0.0165136931469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4054097217e-06	0.000834668803419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae NK3B31 group	0.000430365349441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00159955110548	0.00229483945607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae UCG-001	0.0	0.0	0.0	0.0	0.0	3.11936726754e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae UCG-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25505158262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00721230366254	0.0192240727177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__uncultured	0.0	0.0	0.0	0.0	0.0	2.07957817836e-06	0.0	0.0	0.0	0.00395855799287	0.0	0.0	0.0	0.0	0.0	0.0	3.15780780124e-05	0.00220949418704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0.0636940717173	0.0128706722559	0.000674189198779	0.00742054943043	0.0791856772386	0.0285910805852	0.00216818127066	0.0111072065062	0.000302885567503	0.0163529395706	0.00323843638711	0.012064118556	0.0530467457715	0.0694074225959	0.00181539977697	0.0	0.0127636162243	0.0	0.000618457312803	0.0107107263361	0.174876186294	0.00707735498567	0.0255853810541	0.0412686749939	0.0022340513556	0.00127019650242	0.0303848538018	0.0103386736138	0.00679509731601	0.0229818181818	0.0418170641363
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae RC9 gut group	0.0	0.0	0.0	0.0	0.0	1.03978908918e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00399387950932	1.07576621449e-05	9.71633169613e-06	0.0	0.000154614328201	0.00683229067855	0.0	0.0	0.0163483796296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57621802248e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__vadinBC27 wastewater-sludge group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37904404667e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__uncultured;g__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0281508440981	0.0	0.0	1.21454146202e-05	0.0	0.0	0.0	0.0	0.000403459666641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Emticicia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21454146202e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07576621449e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Pseudarcicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36501999754e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2967141264e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4054097217e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4054097217e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aureicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6264526255e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga	0.0	0.0	0.0	0.0	0.0	5.19894544591e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43967893825e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cloacibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02566206486e-05	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21454146202e-06	0.0	0.0	0.0	0.0	8.4054097217e-06	0.0	1.11326342039e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Soonwooa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.64362438605e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Vitellibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11326342039e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4054097217e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__uncultured	0.0	0.0	0.0	0.0	0.0	1.03978908918e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0104601910371	0.0	0.0	0.0	4.25089511706e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000333979026117	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NS9 marine group;g__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32988898079e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11289173789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	1.33838350041e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__Lentimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84484230091e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.07698619459e-05	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11289173789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89656153394e-05	0.0	0.0	0.0	0.0	1.11289173789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57621802248e-05
k__Bacteria;p__Chloroflexi;c__KD4-96;o__uncultured Chloroflexi bacterium;f__uncultured Chloroflexi bacterium;g__uncultured Chloroflexi bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41860069228e-05	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__uncultured bacterium;g__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02566206486e-05	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa	0.0	0.0	0.0	0.0	0.0	2.59947272295e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09308731581e-05	0.0	0.0	0.0	0.0	8.4054097217e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.00848323213982	3.63636363636e-05	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Aegypius monachus (black vulture);f__Aegypius monachus (black vulture);g__Aegypius monachus (black vulture)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6264526255e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Artemisia annua (sweet wormwood);f__Artemisia annua (sweet wormwood);g__Artemisia annua (sweet wormwood)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08259574734e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000434027777778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Atractylodes lancea;f__Atractylodes lancea;g__Atractylodes lancea	0.0	0.0	0.0	0.0	0.0	1.55968363377e-06	1.33838350041e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.54350351992e-06	5.18685650561e-05	0.0	8.50179023412e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.51617618667e-05	0.0	0.0	0.0	0.000737672359984	4.84848484848e-05	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Auxenochlorella protothecoides;f__Auxenochlorella protothecoides;g__Auxenochlorella protothecoides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.42908292403e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Camelina sativa;f__Camelina sativa;g__Camelina sativa	0.0	0.0	0.0	0.0	0.0	5.19894544591e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
